Protocol_Strict,Preprocess_Strict,Fine-Tune Strategy_Strict,Optimization_Strict,Loss Strategy_Strict,Evaluation Split_Strict,Training Days,Windows_Strict,Scratch RMSE Mean (kWh)_Strict,Scratch RMSE Std (kWh)_Strict,Scratch RMSE 95% CI Half Width (kWh)_Strict,Transfer RMSE Mean (kWh)_Strict,Transfer RMSE Std (kWh)_Strict,Transfer RMSE 95% CI Half Width (kWh)_Strict,Paired Improvement Mean (kWh)_Strict,Paired Improvement Std (kWh)_Strict,Paired Improvement 95% CI Half Width (kWh)_Strict,Protocol_Practical,Preprocess_Practical,Fine-Tune Strategy_Practical,Optimization_Practical,Loss Strategy_Practical,Evaluation Split_Practical,Windows_Practical,Scratch RMSE Mean (kWh)_Practical,Scratch RMSE Std (kWh)_Practical,Scratch RMSE 95% CI Half Width (kWh)_Practical,Transfer RMSE Mean (kWh)_Practical,Transfer RMSE Std (kWh)_Practical,Transfer RMSE 95% CI Half Width (kWh)_Practical,Paired Improvement Mean (kWh)_Practical,Paired Improvement Std (kWh)_Practical,Paired Improvement 95% CI Half Width (kWh)_Practical,Transfer RMSE Gain from Practical (kWh)
strict_primary,family_standard,last_two_blocks,small_batch_longer_patience,weighted_median_quantile,test,1,10,35.12286833546346,5.08423742229947,3.6370443516364164,24.449521791327903,3.9728523947670333,2.8420073969986905,10.673346544135558,7.643528708603026,5.467851047684211,practical_unlabeled_feature_scaler,family_standard_full_pool_continuous_scaler,last_two_blocks,small_batch_longer_patience,weighted_median_quantile,test,10,34.53789118211736,10.65509195144813,7.622193611220865,25.727195445469068,3.7079885795520506,2.6525352376429145,8.810695736648299,10.717070361747565,7.6665302950496494,-1.2776736541411644
strict_primary,family_standard,last_two_blocks,small_batch_longer_patience,weighted_median_quantile,test,3,10,41.12117810432967,13.631139317814853,9.75112964724711,21.377155007131098,1.8447577520022973,1.3196601977377622,19.74402309719857,13.41502960169588,9.596534069374043,practical_unlabeled_feature_scaler,family_standard_full_pool_continuous_scaler,last_two_blocks,small_batch_longer_patience,weighted_median_quantile,test,10,26.99431061001645,4.088006775158566,2.924383878264546,23.001332771649707,5.590496125569327,3.999200011228262,3.99297783836674,3.4847324174412355,2.492827400276437,-1.6241777645186097
strict_primary,family_standard,last_two_blocks,small_batch_longer_patience,weighted_median_quantile,test,7,10,36.17172312159396,12.361518864880729,8.842897888279081,18.166053211609224,4.161627925598126,2.977049276656991,18.005669909984743,11.868355986624643,8.49011041755022,practical_unlabeled_feature_scaler,family_standard_full_pool_continuous_scaler,last_two_blocks,small_batch_longer_patience,weighted_median_quantile,test,10,24.2530604039541,5.062843788041357,3.6217402676260644,16.132431340182286,3.061658670748178,2.1901786738446742,8.120629063771805,4.190320303575085,2.997574567391529,2.033621871426938
strict_primary,family_standard,last_two_blocks,small_batch_longer_patience,weighted_median_quantile,test,14,10,26.70654907349705,6.624055064074269,4.738563535615482,17.165511252167754,6.165730018539728,4.410697549113029,9.541037821329294,4.1030844957237145,2.935169829797121,practical_unlabeled_feature_scaler,family_standard_full_pool_continuous_scaler,last_two_blocks,small_batch_longer_patience,weighted_median_quantile,test,10,24.3679537912649,3.5346197187016157,2.528514625753289,14.171442121580204,5.513800745444474,3.944335441399903,10.196511669684693,3.1562289537228807,2.2578301788702277,2.9940691305875493
strict_primary,family_standard,last_two_blocks,small_batch_longer_patience,weighted_median_quantile,test,ALL,40,34.78057965872104,11.035537179518858,3.5293360118087076,20.289560315558994,5.059313866882492,1.6180470723773193,14.491019343162042,10.567190558854044,3.37955149589144,practical_unlabeled_feature_scaler,family_standard_full_pool_continuous_scaler,last_two_blocks,small_batch_longer_patience,weighted_median_quantile,test,40,27.538303996838202,7.539059527124349,2.4111082089988094,19.758100419720318,6.539928635440811,2.0915706478301743,7.7802035771178835,6.413667248700287,2.0511902973429077,0.531459895838676
